Id,preco
0,1106020.658110946
1,365784.8981900076
2,646907.1115222791
3,399161.77085536445
4,388876.0359137493
5,240942.5519288423
6,667216.2274624374
7,476350.46548947756
8,342809.1536501423
9,1276796.9831131962
10,708745.3895866139
11,706219.531782448
12,958149.6534959913
13,382926.6549050733
14,742219.7168596414
15,565038.709309446
16,385322.96981928084
17,380004.4257429033
18,429510.7205987691
19,1046251.6521131169
20,704309.9694517372
21,255509.3152047452
22,387734.21050087974
23,349392.4382535294
24,239738.90097707094
25,320782.70089012064
26,517912.01131706365
27,521781.7515716019
28,970268.412691746
29,921678.6166345979
30,351090.1345859504
31,1255885.4079543564
32,1002519.8790710528
33,1253412.4766496976
34,1086723.3489988793
35,464617.61570303485
36,476609.9640883251
37,1580153.7359235818
38,424878.00895452074
39,445226.8816989548
40,1684600.5072940094
41,960331.9716880718
42,370863.81829095044
43,1180522.580982967
44,1200926.6412760564
45,195282.2674889113
46,3641154.972879355
47,526192.9922532184
48,308871.9935130644
49,438710.6327531186
50,486992.87228487857
51,350538.93840819696
52,719983.6779840548
53,894128.888256549
54,871764.838476563
55,396201.30010955787
56,590915.1817605221
57,403484.5302003581
58,943937.2621374613
59,1598702.506542038
60,1527928.6790729342
61,526404.3644094107
62,905017.6388890663
63,2078282.4862443972
64,408446.6855370547
65,481192.52256119665
66,541779.3260107636
67,954799.084479486
68,751379.7613633474
69,396556.9707226117
70,1566631.1997840917
71,216787.08940646282
72,566907.2730768989
73,682420.7910232275
74,371336.1293816296
75,1676814.682177567
76,343533.39557995304
77,480491.6275973549
78,263933.49554122926
79,417833.1489192894
80,520710.47119846445
81,457280.8847957645
82,333682.6439862219
83,1263724.6999550255
84,1900206.686626153
85,471366.41952486854
86,400716.9007790178
87,559455.45907153
88,517912.01131706365
89,371316.16915487184
90,648499.7977944383
91,807193.7390871973
92,219300.290435116
93,307891.4200830734
94,122528.76701307051
95,921781.4839783154
96,960140.7079840197
97,1471607.2263294382
98,379184.3770273015
99,581633.7258368521
100,698456.1958871941
101,396786.311433086
102,1194539.0909643841
103,838632.4402197652
104,439385.9172704813
105,845842.6628773917
106,783752.5520928887
107,1084500.3518204428
108,386709.68136897084
109,544489.3203217952
110,421022.34361006756
111,756564.6032842069
112,447068.8055493957
113,414180.90155814536
114,628598.7485173155
115,392043.911063858
116,526642.2140630585
117,2011858.7808597516
118,931149.0207958621
119,336678.9166865605
120,2074282.2595809344
121,297941.685783526
122,581909.6973429894
123,332733.69691658666
124,274902.65043169766
125,657277.1601293877
126,476561.0966619491
127,1266317.1835772127
128,266006.7293840517
129,1037187.074243561
130,1017747.1026156897
131,1793172.759338946
132,818632.1550812564
133,2254715.365158085
134,1212895.3717125065
135,540605.8838664476
136,478259.10579711903
137,3487307.996751325
138,847331.7024244462
139,416176.47029509634
140,1843396.2024548817
141,474149.8559803139
142,429771.08232302364
143,1164380.8522483779
144,409770.2618255939
145,579074.0044692338
146,327449.311439322
147,1587676.6577017123
148,637053.3066520701
149,1023562.0804547082
150,595167.2843759294
151,635293.8903088201
152,881681.3640099763
153,695841.0083114296
154,479263.08752686396
155,910899.1863705512
156,492392.39729743236
157,442245.71239370207
158,557015.0047925998
159,1688404.1393008265
160,1203395.5659750968
161,472211.26318827464
162,1110479.644990894
163,472521.1704874202
164,280586.5371973095
165,353745.6501981825
166,531208.3620089991
167,543985.2200345517
168,450049.12435639993
169,1197559.3712616079
170,641447.3901546804
171,443890.1332911896
172,658501.788659341
173,680810.9045994844
174,538690.1249095243
175,1967854.7427680553
176,680745.2660431372
177,380580.7459968007
178,1075059.546062323
179,296322.0782194058
180,953889.6906813564
181,414293.0338396426
182,1437817.61027914
183,696232.1683731113
184,672166.0964156366
185,451960.91969422664
186,604036.906613448
187,489105.94032532076
188,1224239.3181239448
189,359269.14115382376
190,1463054.8511486026
191,1204054.2822750655
192,297965.2800281357
193,402700.06453981594
194,406549.9455509185
195,821377.6156423675
196,195884.7229725199
197,1524683.170958321
198,318620.2173636902
199,571333.3864464372
200,1092788.5265162773
201,376368.35197931604
202,575890.2448778913
203,1232335.1355555523
204,648413.2552279675
205,206722.19702744248
206,211566.60871684717
207,372209.0024284977
208,1134004.1068860842
209,1152352.2201451177
210,804625.6225654973
211,1625799.3277158933
212,488174.19309012854
213,513999.96604756796
214,1454886.6807917086
215,364933.2873554958
216,265759.3279268508
217,742491.134094922
218,523230.5553934691
219,346383.29584575683
220,532305.148335531
221,768292.9825768074
222,4127114.158856781
223,315284.69175499404
224,351969.14115382376
225,607820.6470064574
226,346487.62321408564
227,588687.2256826034
228,11034214.607141603
229,559060.9351073154
230,381458.0774402866
231,565012.4440882675
232,344343.0628882253
233,619852.8648690679
234,578174.0044692338
235,235067.5940023172
236,806023.362290641
237,1022292.6698005943
238,1109862.12154992
239,546419.9096675846
240,830317.4548049584
241,286607.5807729025
242,527525.2325305636
243,462392.69531713956
244,700243.6452749621
245,363652.0229532054
246,684034.1592380473
247,581633.7258368521
248,559177.4883188098
249,855390.2455344923
250,1277893.668652815
251,493544.38769498566
252,526625.2325305636
253,581203.9410787853
254,605393.7133409017
255,688950.7124495612
256,302954.753824002
257,879955.5129041922
258,1619232.4444717607
259,808907.555256467
260,497490.63210279687
261,590708.3187788598
262,357089.4748756253
263,934070.2952160385
264,350279.86760311027
265,461457.91588553187
266,353716.71260982926
267,685590.218920246
268,338831.4631254855
269,1212895.3717125065
270,431072.5528975003
271,673667.6105130936
272,687064.5456504045
273,485582.0495912707
274,494245.7193944321
275,498850.45093607396
276,493434.0198087028
277,1139146.047228954
278,302954.753824002
279,821416.4713288461
280,203614.5077305848
281,946885.5909718851
282,392175.42313387565
283,378580.7459968007
284,1047042.1782136167
285,2673058.5133580104
286,389097.47109605256
287,819195.9998474858
288,513099.96604756796
289,760092.9825768074
290,887976.0411470606
291,819373.6168809735
292,798525.0034318662
293,544966.2579702125
294,1732434.416165539
295,560258.9442424509
296,602772.7604117686
297,830131.2606411312
298,353966.3420954375
299,788454.477848861
300,933237.1784600072
301,659880.3359153628
302,423298.6561864389
303,627139.8888877763
304,347225.242206917
305,327559.8586730867
306,343580.54847036634
307,535988.1340446458
308,454112.07300407806
309,565839.0486997836
310,356198.2097012798
311,1655613.8682832238
312,1156227.3431728433
313,502518.0803573435
314,286145.5563732667
315,943422.9720850991
316,1303469.883413322
317,1141348.3569157124
318,415176.88828293764
319,477677.5695601954
320,334609.1536501423
321,1417835.4698656125
322,975543.5193465332
323,385338.3121987962
324,351183.9541599835
325,557324.3752134206
326,482880.058726394
327,1384289.9265425552
328,830112.7165647518
329,458755.9250205863
330,665180.3359153628
331,339819.3308440395
332,580755.6122443839
333,809453.9035591834
334,1158763.9030664433
335,497176.72672836896
336,344777.3060428807
337,514532.67655980744
338,1297634.3250452941
339,537499.3747263639
340,449960.91969422664
341,1231903.0001694334
342,979169.6690070211
343,1079601.163106978
344,743892.4061895461
345,1232105.4085493772
346,496643.05689487845
347,659486.4427044488
348,556560.9351073117
349,1119412.9884113204
350,537723.0898141109
351,990332.4505528657
352,503486.74483415735
353,1155553.6219983797
354,386257.7492507004
355,588280.1777556383
356,627291.8994439257
357,958736.5868550265
358,379488.89025296
359,1245838.4288601405
360,354833.61554524634
361,886996.1152758886
362,272458.9375667099
363,401151.11680011026
364,405246.6855370547
365,760628.8363751428
366,1172653.0306762597
367,207479.4001096126
368,1384214.3399685097
369,1462407.4153004016
370,358026.84040907415
371,460725.98841094045
372,671034.1960073116
373,1273198.567574429
374,882115.7338356675
375,1391924.3290510392
376,476561.0966619491
377,538634.4823473585
378,1795170.8357352382
379,658279.2168223555
380,656229.582552479
381,342809.1536501423
382,546419.9096675846
383,763850.3893402141
384,891972.5697141365
385,694029.3729204488
386,935597.8143039487
387,1138810.315701414
388,314979.2157190139
389,862690.2455344923
390,829266.7211409317
391,423290.04748009524
392,1410610.3194735213
393,630486.4234081461
394,286145.5563732667
395,366998.92591192963
396,437917.02074716677
397,521528.98251648986
398,626128.9979297997
399,600058.1877320218
400,642309.1023871363
401,469579.13748707244
402,575277.7981359379
403,388668.9899324688
404,863018.1127722544
405,1336974.7451959504
406,335509.1536501423
407,581203.9410787853
408,926598.1542181146
409,509210.4711984626
410,652788.2522332035
411,287247.0086464398
412,249946.10671337126
413,535879.2905312389
414,615697.2223068265
415,698978.5063426733
416,612552.8648690679
417,432780.058726394
418,369051.7074161009
419,301724.77122107224
420,623817.4845538237
421,368611.4579121633
422,242569.97365273346
423,335775.6858761905
424,340482.6289058243
425,714351.1542325906
426,877281.3640099763
427,876491.4251131617
428,1819529.0071900645
429,342568.7626000009
430,464553.8772521499
431,310436.3629206038
432,830112.7165647518
433,279579.0178742584
434,1052546.9164538719
435,631114.2173014033
436,1300329.8134687087
437,1118466.6504418366
438,339609.1536501423
439,269471.30835648166
440,703636.4316258727
441,486950.2977632024
442,345992.23398546764
443,446423.94181220204
444,947802.1545164826
445,774878.3447880183
446,160089.47007673935
447,349452.51559310785
448,790033.5330289657
449,370293.18506129977
450,238103.34930868234
451,1119412.9884113204
452,797758.4699115899
453,459120.0712222732
454,383133.503757521
455,539995.295920874
456,942956.1551607809
457,318594.4801635
458,475884.81174962135
459,336079.7868797306
460,203614.5077305848
461,608258.1877320218
462,494680.0825212552
463,726475.616127778
464,404469.61760574655
465,513500.7706354359
466,1389200.6861954539
467,1208487.419798726
468,922732.2786650992
469,2040740.8214058895
470,1553486.6995078658
471,534148.9476181949
472,355404.24877479597
473,165861.13759183974
474,417640.55808623304
475,1233538.6776788922
476,766844.1787547328
477,432187.2359890916
478,361077.2607913154
479,761334.5926391702
480,661580.4491301988
481,1263005.936196315
482,590105.2406255555
483,439917.02074716677
484,531334.1491674328
485,756098.7789228574
486,1101216.310076123
487,486945.7193944358
488,1015166.1275061063
489,414722.81859761063
490,718600.5778275448
491,393764.1157484237
492,404563.2490815684
493,536422.3500660518
494,629993.8903088201
495,1372999.6404922297
496,802943.311832573
497,540605.8838664476
498,612123.0801110198
499,658211.0384760514
500,1116330.666306726
501,1577473.2980235098
502,575198.2788254846
503,348386.18038051185
504,438475.4971517651
505,1110950.0868972614
506,1197912.022268928
507,680237.4912360267
508,354651.818936901
509,516704.1763250363
510,716700.2208624404
511,519365.6630144199
512,1225013.42181228
513,350426.80612653395
514,357210.0050391056
515,401268.0969568835
516,1993992.0017963303
517,713566.3505717125
518,633087.3878672901
519,500733.8873914895
520,1041617.1316958218
521,906808.7896109534
522,526404.3644094107
523,266282.70089012437
524,1119412.9884113204
525,1629621.6455743273
526,772157.8749558342
527,1392019.7113007596
528,536806.6884541516
529,319237.8912468797
530,862805.2309493065
531,843237.1784599737
532,554083.997458845
533,905753.4169442264
534,344631.3828121265
535,307333.62587833364
536,463756.36512032774
537,2148756.1171638547
538,1106755.1830958491
539,1123856.0441501997
540,336060.34982790414
541,331280.1150694425
542,577768.8334578243
543,1148038.2693450635
544,482309.4254963757
545,517510.4711984626
546,181320.7071079775
547,1163856.813421413
548,369144.2136654384
549,342389.80498580995
550,631568.0976136005
551,487174.73586341407
552,1140075.5084060344
553,598907.7960487992
554,494985.5585570527
555,385527.09429941274
556,475661.0966619491
557,317347.59326915216
558,304640.88119561505
559,1198736.102191394
560,586580.0741395275
561,517373.3399542234
562,248846.10671337126
563,516481.7515716019
564,545714.2474142037
565,533324.4279427562
566,284291.01722825336
567,326879.3688920588
568,548448.8898378961
569,926105.4028370563
570,2315537.3117250735
571,818439.7385343338
572,434310.1820068262
573,865392.2363994395
574,371728.2926822822
575,555746.8119610623
576,1538408.3170958993
577,978323.4351517555
578,181568.88276943457
579,798049.2200948795
580,849885.5072942931
581,474149.8559803139
582,2008423.6732387561
583,1922329.6084045381
584,379415.4142233403
585,1243915.3128096105
586,801914.1124738654
587,1212895.3717125065
588,1093797.074598465
589,557948.8898378812
590,378767.5884681326
591,875105.1849187366
592,375596.9571589716
593,496727.5049184716
594,349085.28671076015
595,393052.7545773383
596,546063.5209280583
597,531885.850455653
598,657277.1601293877
599,675124.259689489
600,550901.6367810989
601,749303.9222745566
602,1016351.8510981601
603,405647.84970224526
604,540282.8111817376
605,1234726.4163616253
606,246354.53708826585
607,753899.4696049528
608,507389.0777483271
609,1100871.0967906073
610,404647.4317143965
611,663321.7521774588
612,515981.42197126773
613,933924.9065268739
614,512616.8591925527
615,1973669.0934075462
616,323914.47651307384
617,744467.0360320181
618,243550.49186599816
619,511983.49570824584
620,363998.5079242704
621,385683.5953704237
622,2079389.7451962288
623,1313382.5735668305
624,406451.11680011026
625,529459.5355637023
626,383360.5912767257
627,1373332.9839120721
628,464132.0580812493
629,1106441.8000263488
630,342137.4861349848
631,760563.1978187425
632,564248.1453438188
633,661865.7570251508
634,424336.0398111088
635,270748.33944648184
636,581633.7258368521
637,527525.2325305636
638,482360.2920741669
639,302204.3537587281
640,579165.1319565299
641,947965.4230992944
642,557723.8366215085
643,533371.5808331813
644,508933.8873914895
645,555150.112413572
646,361165.52146926976
647,421889.1164420847
648,431523.90752965066
649,374281.0615338959
650,492292.87228487857
651,807601.3227102972
652,534868.137695341
653,545411.0661542352
654,349880.7578191426
655,1002201.3980060535
656,289250.0155836702
657,308060.70269486675
658,514310.0204522112
659,317889.56241245824
660,513053.5307329684
661,1027640.3297316936
662,623047.5814402776
663,831620.8212804113
664,521299.96604756796
665,312549.4309610328
666,521253.5307329684
667,562759.367008246
668,915464.6576258728
669,833019.4456698982
670,1112112.9884113204
671,619852.8648690679
672,484249.1346895198
673,785887.8212685598
674,786163.7927745205
675,579707.7148599449
676,408446.6855370547
677,516481.7515716019
678,314301.25529961294
679,171179.68166819107
680,806573.4637084139
681,286145.5563732667
682,381458.0774402866
683,395712.17092044844
684,501888.95488737564
685,877281.3640099763
686,1176888.364961477
687,425840.55808623304
688,612123.0801110198
689,262042.97551819126
690,779725.1761875959
691,870915.453606933
692,770266.3866475908
693,1203869.3639237236
694,654636.8962803133
695,836766.529816735
696,615697.2223068265
697,421111.441247815
698,735283.5441075143
699,416136.1722282838
700,507494.94452124176
701,359269.14115382376
702,516231.3015708025
703,771900.5415367561
704,824431.7992332582
705,395351.2038120998
706,388605.8312082183
707,1141869.2259294111
708,288455.1354995806
709,1959342.973825669
710,258459.3279268508
711,843365.783639449
712,416901.525194441
713,361955.8014363845
714,527525.2325305636
715,1086723.3489988793
716,886969.266011479
717,1021562.0804547194
